"id","stocktake_id","product_id","stock_location_shelf_id","stocktake_product_qty","seasonal_storage_box_id","stocktake_product_date_created","stocktake_product_date_modified"
286,NULL,7343,NULL,5,57,"2015-10-31 19:18:26","2015-10-31 19:18:31"
287,NULL,7332,NULL,17,57,"2015-10-31 19:18:46","2015-10-31 19:18:58"
288,NULL,7339,NULL,10,57,"2015-10-31 19:19:32","2015-10-31 19:20:13"
289,NULL,7334,NULL,43,57,"2015-10-31 19:20:21","2015-10-31 19:20:59"
290,NULL,7350,NULL,8,57,"2015-10-31 19:21:24","2015-10-31 19:21:32"
291,NULL,7351,NULL,4,57,"2015-10-31 19:21:50","2015-10-31 19:21:54"
292,NULL,7347,NULL,2,57,"2015-10-31 19:22:01","2015-10-31 19:22:06"
293,NULL,7346,NULL,3,57,"2015-10-31 19:22:27","2015-10-31 19:22:32"
294,NULL,7345,NULL,4,57,"2015-10-31 19:22:43","2015-10-31 19:22:47"
295,NULL,7348,NULL,3,57,"2015-10-31 19:22:57","2015-10-31 19:23:02"
296,NULL,7349,NULL,4,57,"2015-10-31 19:23:15","2015-10-31 19:23:19"
297,NULL,7372,NULL,6,57,"2015-10-31 19:24:49","2015-10-31 19:25:28"
298,NULL,7408,NULL,1,57,"2015-10-31 19:26:01","2015-10-31 19:26:01"
299,NULL,7328,NULL,1,57,"2015-10-31 19:26:20","2015-10-31 19:26:27"
300,NULL,7390,NULL,2,57,"2015-10-31 19:26:34","2015-10-31 19:27:08"
301,NULL,7330,NULL,4,57,"2015-10-31 19:27:29","2015-10-31 19:27:33"
302,NULL,7342,NULL,1,57,"2015-10-31 19:27:47","2015-10-31 19:27:54"
303,NULL,7377,NULL,2,57,"2015-10-31 19:28:18","2015-10-31 19:28:27"
304,NULL,7379,NULL,2,57,"2015-10-31 19:28:38","2015-10-31 19:29:11"
305,NULL,7389,NULL,6,57,"2015-10-31 19:29:14","2015-10-31 19:29:23"
306,NULL,7363,NULL,6,57,"2015-10-31 19:30:28","2015-10-31 19:30:33"
307,NULL,7364,NULL,2,57,"2015-10-31 19:30:45","2015-10-31 19:30:53"
308,NULL,7359,NULL,1,57,"2015-10-31 19:30:58","2015-10-31 19:31:05"
309,NULL,7353,NULL,3,57,"2015-10-31 19:31:12","2015-10-31 19:31:18"
310,NULL,7361,NULL,7,57,"2015-10-31 19:31:30","2015-10-31 19:31:37"
311,NULL,7340,NULL,10,58,"2015-10-31 19:36:29","2015-10-31 19:36:37"
312,NULL,7327,NULL,17,58,"2015-10-31 19:36:47","2015-10-31 19:37:13"
313,NULL,7337,NULL,9,58,"2015-10-31 19:37:54","2015-10-31 19:37:58"
314,NULL,7331,NULL,7,58,"2015-10-31 19:38:56","2015-10-31 19:39:03"
315,NULL,7329,NULL,12,58,"2015-10-31 19:39:29","2015-10-31 19:39:33"
316,NULL,7344,NULL,26,58,"2015-10-31 19:40:09","2015-10-31 19:41:55"
317,NULL,7326,NULL,11,59,"2015-10-31 19:45:42","2015-10-31 19:45:46"
318,NULL,7385,NULL,8,59,"2015-10-31 19:46:17","2015-10-31 19:46:23"
319,NULL,7384,NULL,2,59,"2015-10-31 19:46:55","2015-10-31 19:47:02"
320,NULL,7382,NULL,34,59,"2015-10-31 19:47:14","2015-10-31 19:55:03"
321,NULL,7383,NULL,10,59,"2015-10-31 19:47:48","2015-10-31 19:54:28"
322,NULL,7409,NULL,3,59,"2015-10-31 19:48:59","2015-10-31 19:48:59"
323,NULL,7376,NULL,4,59,"2015-10-31 19:55:44","2015-10-31 19:55:49"
324,NULL,7410,NULL,3,59,"2015-10-31 19:56:51","2015-10-31 19:56:51"
325,NULL,7411,NULL,2,59,"2015-10-31 19:57:54","2015-10-31 19:57:54"
326,NULL,7412,NULL,1,59,"2015-10-31 19:58:47","2015-10-31 19:58:47"
327,NULL,7363,NULL,1,59,"2015-10-31 19:59:07","2015-10-31 19:59:13"
328,NULL,7375,NULL,12,59,"2015-10-31 19:59:52","2015-10-31 19:59:59"
329,NULL,7413,NULL,1,59,"2015-10-31 20:00:53","2015-10-31 20:00:53"
330,NULL,7414,NULL,1,59,"2015-10-31 20:01:41","2015-10-31 20:01:41"
331,NULL,1184,NULL,4,59,"2015-10-31 20:02:15","2015-10-31 20:02:15"
332,NULL,7415,NULL,1,59,"2015-10-31 20:03:09","2015-10-31 20:03:09"
333,NULL,7416,NULL,5,59,"2015-10-31 20:03:58","2015-10-31 20:03:58"
334,NULL,7417,NULL,24,60,"2015-10-31 20:09:02","2015-10-31 20:09:02"
335,NULL,7418,NULL,9,60,"2015-10-31 20:10:49","2015-10-31 20:10:49"
336,NULL,7357,NULL,13,60,"2015-10-31 20:11:25","2015-10-31 20:11:30"
337,NULL,7340,NULL,12,60,"2015-10-31 20:12:45","2015-10-31 20:12:49"
338,NULL,7327,NULL,12,60,"2015-10-31 20:12:53","2015-10-31 20:13:00"
339,NULL,7365,NULL,2,60,"2015-10-31 20:13:27","2015-10-31 20:13:31"
340,NULL,7386,NULL,3,60,"2015-10-31 20:13:41","2015-10-31 20:13:46"
341,NULL,7387,NULL,7,60,"2015-10-31 20:14:14","2015-10-31 20:14:18"
342,NULL,7419,NULL,1,60,"2015-10-31 20:15:08","2015-10-31 20:15:08"
343,NULL,7380,NULL,1,60,"2015-10-31 20:15:49","2015-10-31 20:15:53"
344,NULL,7420,NULL,5,60,"2015-10-31 20:17:20","2015-10-31 20:17:20"
345,NULL,7421,NULL,7,61,"2015-10-31 20:22:15","2015-10-31 20:22:15"
346,NULL,7422,NULL,1,61,"2015-10-31 20:22:51","2015-10-31 20:22:51"
347,NULL,7423,NULL,3,61,"2015-10-31 20:23:59","2015-10-31 20:23:59"
348,NULL,7375,NULL,1,61,"2015-10-31 20:29:04","2015-10-31 20:29:09"
349,NULL,7424,NULL,19,62,"2015-11-01 12:04:22","2015-11-01 12:04:22"
350,NULL,7419,NULL,4,62,"2015-11-01 12:04:51","2015-11-01 12:04:57"
351,NULL,7356,NULL,5,62,"2015-11-01 12:25:57","2015-11-01 12:26:02"
