Product Code,Product Description,2014 RRP Exc VAT,2014 RRP INC VAT,BRUSH CODE,MOQ,VAT,Barcode,Notes
PL/49,SnrPBN Covered Bridge,5.41,6.49,,6,yes,7.81E+11,
PL/51,SnrPBN Wild Horses,5.41,6.49,,6,yes,7.81E+11,
PL/53,Snr PBN Ships,5.41,6.49,,6,yes,7.81E+11,
PL/55,Snr PBN Woodland Chalet,5.41,6.49,,6,yes,7.81E+11,
PL/56,Snr PBN Train Scene,5.41,6.49,,6,yes,7.81E+11,
PL/58,Snr PBN Resting Lions,5.41,6.49,,6,yes,7.81E+11,
PL/62,Snr PBN Al Fresco,5.41,6.49,,6,yes,7.81E+11,
PL/63 ,PBN Large FLORAL ,5.41,6.49,,6,yes,7.81E+11,NEW
PL/64,Snr PBN Horse,5.41,6.49,,6,yes,7.81E+11,
PL/66,Snr PBN Fishing Village,5.41,6.49,,6,yes,7.81E+11,
PL/67,Snr PBN Resting Labrador,5.41,6.49,,6,yes,7.81E+11,
PL/70,Snr PBN Hot Air Balloons,5.41,6.49,,6,yes,7.81E+11,
PL/71,Snr PBN Watering Can,5.41,6.49,,6,yes,7.81E+11,
PL/85,Snr PBN Ballerinas,5.41,6.49,,6,yes,7.81E+11,
PL/86,Snr PBN Summer Mornings,5.41,6.49,,6,yes,7.81E+11,
PL/87,Snr PBN Flamenco,5.41,6.49,,6,yes,7.81E+11,
PL/88,Snr PBN Panda,5.41,6.49,,6,yes,7.81E+11,
PL/89,Snr PBN Seashore,5.41,6.49,,6,yes,7.81E+11,
PL/90,Snr PBN Lion & Cub,5.41,6.49,,6,yes,7.81E+11,
PL/91,Snr PBN Wolf,5.41,6.49,,6,yes,7.81E+11,
PL/92,PBN Houses of Parlement,5.41,6.49,,6,yes,7.81E+11,
PL/93,PBN Eiffel Tower,5.41,6.49,,6,yes,7.81E+11,
PL/94,PBN Brandenburg Gate,5.41,6.49,,6,yes,7.81E+11,
PL/95,PBN Statue of Liberty,5.41,6.49,,6,yes,7.81E+11,
PL/96,RVS LARGE PBN LAKE,5.41,6.49,,6,yes,7.81E+11,
PL/97,RVS LARGE PBN EAGLES,5.41,6.49,,6,yes,7.81E+11,
PMTFSTUD,Letraset Student Wallet 24 Set,41.66,49.99,,1,yes,8.01E+11,
PPAI7,PBN T&N Peruvian Lillies,4.58,5.49,,6,yes,7.81E+11,
PPAI8,PBN T&N Lighthouse,4.58,5.49,,6,yes,7.81E+11,
PPCF17,Cp'foil Gold Dogs Montage,3.74,4.49,,6,yes,7.81E+11,NEW
PPCF18,Cp'foil Cats Montage,3.74,4.49,,6,yes,7.81E+11,
PPCF19,Cp'foil Gold Birds Montage,3.74,4.49,,6,yes,7.81E+11,NEW
PPCF21,Cp'foil Puppies Playing,3.74,4.49,,6,yes,7.81E+11,
PPCF22,Cp'foil Majestic Lions,3.74,4.49,,6,yes,7.81E+11,
PPCF23,Cp'foil Tiger Hiding,3.74,4.49,,6,yes,7.81E+11,
PPCF24,Cp'foil Gold Horse Portrait,3.74,4.49,,6,yes,7.81E+11,NEW
PPCF25,Cp'foil Leopard Cub,3.74,4.49,,6,yes,7.81E+11,
PPCF26,Cp'foil Giraffes,3.74,4.49,,6,yes,7.81E+11,
PPCF27,Cp'foil Lioness & Cubs,3.74,4.49,,6,yes,7.81E+11,
PPCF29,Cp'foil Tiger,3.74,4.49,,6,yes,7.81E+11,
PPCF30,Cp'foil Lion,3.74,4.49,,6,yes,7.81E+11,
PPCF32,Cp'foil Elk,3.74,4.49,,6,yes,7.81E+11,
PPCF36,Cp'foil Parrot,3.74,4.49,,6,yes,7.81E+11,
PPCF37,Cp'foil Elephants,3.74,4.49,,6,yes,7.81E+11,
PPCF38,Cp'foil Leopard in Tree,3.74,4.49,,6,yes,7.81E+11,
PPCF39,Cp'foil Retriever Portrt,3.74,4.49,,6,yes,7.81E+11,
PPCF40,Cp/foil Chimp,3.74,4.49,,6,yes,7.81E+11,
PPCF41,Cp'foil Airplane,3.74,4.49,,6,yes,7.81E+11,
PPCF42,Cp/foil Barn Owl,3.74,4.49,,6,yes,7.81E+11,
PPCF43,Copperfoil Butterfly,3.74,4.49,,6,yes,7.81E+11,
PPCF44,Cp/foil Fox,3.74,4.49,,6,yes,7.81E+11,
PPCF45,Copperfoil Bear Hug,3.74,4.49,,6,yes,7.81E+11,
PPCF46,Copperfoil Hippo,3.74,4.49,,6,yes,7.81E+11,
PPCF49,Copperfoil Rhino,3.74,4.49,,6,yes,7.81E+11,
PPCFM1,C'foil Mini Tiger,1.24,1.49,,6,yes,7.81E+11,
PPCFM2,C'foil Mini Kitten,1.24,1.49,,6,yes,7.81E+11,
PPCFM3,C'foil Mini Giraffe,1.24,1.49,,6,yes,7.81E+11,
PPCFM4,C'foil Mini Dog Portrait,1.24,1.49,,6,yes,7.81E+11,
PPCFM5,RVS SCRAPER GOLD ELEPHANT,1.24,1.49,,6,yes,78084850123,
PPCFM6,RVS SCRAPER GOLD HORSE,1.24,1.49,,6,yes,7.81E+11,
PPCFM7,Scraperfoil Gold Mini Sea Horse,1.24,1.49,,6,yes,7.81E+11,NEW
PPCFM8,Scraperfoil Gold Min Russian Doll,1.24,1.49,,6,yes,7.81E+11,NEW
PPCFM9,Scraperfoil  Gold Min Butterfly,1.24,1.49,,6,yes,7.81E+11,NEW
PPCFS7,Copperfoil Boxed Set  04,9.99,11.99,,6,yes,7.81E+11,
PPCFS8,Copperfoil Boxed Set  06,9.99,11.99,,6,yes,7.81E+11,
PPCM1,Colour Matchers - Under water,3.74,4.49,,6,yes,7.81E+11,
PPCM2,Colour Matchers -Ponies,3.74,4.49,,6,yes,7.81E+11,
PPCM3,Colour Matchers -Puppy,3.74,4.49,,6,yes,7.81E+11,
PPCM4,Colour Matchers -Kittens,3.74,4.49,,6,yes,7.81E+11,
PPCR1,Pencil BN Tiger & Cubs,7.49,8.99,,6,yes,7.81E+11,
PPCR2,Pencil BN Underwater,7.49,8.99,,6,yes,7.81E+11,
PPCR3,Pencil BN Floral Montage,7.49,8.99,,6,yes,7.81E+11,
PPCR4,PencilBN Mountn Wildlfe,7.49,8.99,,6,yes,7.81E+11,
PPCR5,Pencil BN Marmalade Cat,7.49,8.99,,6,yes,7.81E+11,
PPCRNF1,My 1st CBN Dog & Giraffe,3.74,4.49,,6,yes,7.81E+11,
PPCRNF2,My 1st CBN Penguin &Duck,3.74,4.49,,6,yes,7.81E+11,
PPCRNF3,My 1st CBN Panda & Tiger,3.74,4.49,,6,yes,7.81E+11,
PPCRNF4,My 1st CBN Hippo & Elephnt,3.74,4.49,,6,yes,7.81E+11,
PPDS1,Dbl Set Zebra+Tiger PBN,6.04,7.25,,6,yes,7.81E+11,
PPDS5,Dbl Set Kittens+Dog PBN,6.04,7.25,,6,yes,7.81E+11,
PPMFTP1,Mini FTP P'apple Cocktai,1.24,1.49,,6,yes,7.81E+11,WHILE STOCKS LAST
PPMFTP2,Mini FTP P'apple Party,1.24,1.49,,6,yes,7.81E+11,WHILE STOCKS LAST
PPMFTP3,Mini FTP Brave Coconut,1.24,1.49,,6,yes,7.81E+11,WHILE STOCKS LAST
PPNF104,My 1st PBN Dolphins,3.74,4.49,,6,yes,7.81E+11,
PPNF107,My 1st PBN Princess,3.74,4.49,,6,yes,7.81E+11,
PPNF108,My 1st PBN Dinosaurs,3.74,4.49,,6,yes,7.81E+11,
PPNF207,My 1st PBN Pirates,3.74,4.49,,6,yes,7.81E+11,
PPNF304,My 1st PBN Ponies,3.74,4.49,,6,yes,7.81E+11,
PPNF307,My 1st PBN Best Friends,3.74,4.49,,6,yes,7.81E+11,
PPNF308,My 1st PBN Jungle Fun,3.74,4.49,,6,yes,7.81E+11,
PPNF508,My 1st PBN U'water Fun,3.74,4.49,,6,yes,7.81E+11,
PPNFC1 CH,My 1st Can/B/N Ballerina,4.58,5.49,,6,yes,7.81E+11,
PPNFC2 CH,My 1st Can/B/N Pirates,4.58,5.49,,6,yes,7.81E+11,
PPNFJS1,My 1st Jumbo Activity,16.66,19.99,,3,yes,7.81E+11,
PPNFM1,Mini PBN Dolphin,1.24,1.49,,6,yes,7.81E+11,
PPNFM10,Mini PBN Parrots,1.24,1.49,,6,yes,7.81E+11,
PPNFM11,RVS MINI PBN KITTEN,1.24,1.49,,6,yes,7.81E+11,NEW
PPNFM12,RVS MINI PBN LAMB,1.24,1.49,,6,yes,7.81E+11,NEW
PPNFM2,Mini PBN Pony,1.24,1.49,,6,yes,7.81E+11,
PPNFM3,Mini PBN Puppy,1.24,1.49,,6,yes,7.81E+11,
PPNFM4,Mini PBN Kitten,1.24,1.49,,6,yes,7.81E+11,
PPNFM5,Mini PBN Horse,1.24,1.49,,6,yes,7.81E+11,
PPNFM6,Mini PBN Labrador,1.24,1.49,,6,yes,7.81E+11,
PPNFMGIFT,Mini PBN Gift Set,6.66,7.99,,1,yes,7.81E+11,
PPNFMGIFTM,mini PBN Art Gift Set,6.66,7.99,,1,yes,7.81E+11,
PPNJART1,JPBN Artists Set,11.66,13.99,,1,yes,7.81E+11,
PPNJART2,Jnr PBN Artists Set 2,11.66,13.99,,1,yes,7.81E+11,
PPNJS10,Jnr Animals Gift Set,9.99,11.99,,6,yes,7.81E+11,
PPNJS9,Jnr Mythical Gift Set,9.99,11.99,,6,yes,7.81E+11,
PPPNJ10,Jnr PBN Labrador Pup,3.74,4.49,,6,yes,5.01E+12,
PPPNJ11,Jnr PBN Horse Head,3.74,4.49,,6,yes,7.81E+11,
PPPNJ26,Jnr PBN Dog & Kittens,3.74,4.49,,6,yes,5.01E+12,
PPPNJ30,PBN Med WATERFALL  ,3.74,4.49,,6,yes,7.81E+11,NEW
PPPNJ31,PBN Med DUCKS  ,3.74,4.49,,6,yes,7.81E+11,NEW
PPPNJ33,Junior PBN Cats Montage,3.74,4.49,,6,yes,7.81E+11,
PPPNJ34,Junior PBN Dolphins,3.74,4.49,,6,yes,7.81E+11,
PPPNJ37,PBN Med HORSE MONTAGE  ,3.74,4.49,,6,yes,7.81E+11,NEW
PPPNJ38,Jnr PBN Lion Scene,3.74,4.49,,6,yes,7.81E+11,
PPPNJ39,Jnr PBN Tiger Scene,3.74,4.49,,6,yes,7.81E+11,
PPPNJ40N,Jnr PBN Unicorn 07,3.74,4.49,,6,yes,7.81E+11,
PPPNJ43,Jnr PBN Wolf,3.74,4.49,,6,yes,7.81E+11,
PPPNJ44,Jnr PBN Dolphins,3.74,4.49,,6,yes,7.81E+11,
PPPNJ46,JrPBN Kng Charls Spaniel,3.74,4.49,,6,yes,7.81E+11,
PPPNJ47,Jnr PBN Penguins,3.74,4.49,,6,yes,7.81E+11,
PPPNJ48,Jnr PBN Kitten on Books,3.74,4.49,,6,yes,7.81E+11,
PPPNJ49,Jnr PBN Elephants,3.74,4.49,,6,yes,7.81E+11,
PPPNJ59,Jnr PBN Dragon,3.74,4.49,,6,yes,7.81E+11,
PPPNJ63,Jnr PBN Giraffe,3.74,4.49,,6,yes,7.81E+11,
PPPNJ64,Jnr PBN Puffin,3.74,4.49,,6,yes,7.81E+11,
PPPNJ65,Jnr PBN Knight,3.74,4.49,,6,yes,7.81E+11,
PPPNJ66,Jnr PBN White Tiger,3.74,4.49,,6,yes,7.81E+11,
PPPNJ67,JNR PBN Wolf,3.74,4.49,,6,yes,7.81E+11,
PPPNJ68,JNR PBN PANDA,3.74,4.49,,6,yes,7.81E+11,
PPPNJ69,RVS MEDIUM PBN FANTASY BOAT,3.74,4.49,,6,yes,7.81E+11,
PPPNJ70,PBN MED - ELEPHANT,3.74,4.49,,6,yes,7.81E+11,
PPNJ52,Jnr PBN Chimp,3.74,4.49,,6,yes,7.81E+11,
PPNJ54,Jnr PBN Playful Labrador,3.74,4.49,,6,yes,7.81E+11,
PPNJ55,Jnr PBN Koala,3.74,4.49,,6,yes,7.81E+11,
PPNJ56,Jnr PBN Fairy Tale,3.74,4.49,,6,yes,7.81E+11,
PPNJ57,Jnr PBN All Aboard,3.74,4.49,,6,yes,7.81E+11,
PPNJ58 ,PBN Med Windmill,3.74,4.49,,6,yes,7.81E+11,NEW
PPNJ71,PBN Med PUGS  ,3.74,4.49,,6,yes,7.81E+11,NEW
PPRSA1,U'water Rnbw/Scr Art Fun,3.74,4.49,,6,yes,7.81E+11,
PPRSA10,Scraper Rainbow Cottage,3.74,4.49,,6,yes,7.81E+11,NEW
PPRSA2,Parrot Rnbw/Scrp Art Fun,3.74,4.49,,6,yes,7.81E+11,
PPRSA3,Dog Rainbw/Scrpr Art Fun,3.74,4.49,,6,yes,7.81E+11,
PPRSA4,Squirel Rnbw/Scr Art Fun,3.74,4.49,,6,yes,7.81E+11,
PPRSA8,Scraper Rainbow Fish,3.74,4.49,,6,yes,7.81E+11,NEW
PPRSA9,Scraper Rainbow Birds,3.74,4.49,,6,yes,7.81E+11,NEW
PPRSAM1,Rvs Mini RSA Giraffe,1.24,1.49,,6,yes,7.81E+11,
PPRSAM10,Scraper Rainbow Mini Dog,1.24,1.49,,6,yes,7.81E+11,NEW
PPRSAM11,Scraper Rainbow Mini Cat,1.24,1.49,,6,yes,7.81E+11,NEW
PPRSAM2,Rvs Mini RSA Rainbow,1.24,1.49,,6,yes,7.81E+11,
PPRSAM3,Rvs Mini RSA Dragon,1.24,1.49,,6,yes,7.81E+11,
PPRSAM4,Rvs Mini RSA Hippo,1.24,1.49,,6,yes,7.81E+11,
PPRSAM5,Rvs Mini RSA Knight,1.24,1.49,,6,yes,7.81E+11,
PPRSAM6,Rvs Mini RSA Horse,1.24,1.49,,6,yes,7.81E+11,
PPRSAM7,Rvs Mini RSA Princess,1.24,1.49,,6,yes,7.81E+11,
PPRSAM8,Rvs Mini RSA Puppy,1.24,1.49,,6,yes,7.81E+11,
PPRSAM9,Scraper Rainbow Mini Dolphyn,1.24,1.49,,6,yes,7.81E+11,NEW
PPRSAMGIFT,Mini Rainbow Scraperfoil Gift Set,6.66,7.99,,6,yes,8.85E+11,
PPSF13,Sl/foil Dolphins,3.74,4.49,,6,yes,7.81E+11,
PPSF20,Sl'foil Fish,3.74,4.49,,6,yes,7.81E+11,
PPSF22,Sl/foil Eagle,3.74,4.49,,6,yes,7.81E+11,
PPSF23,Sl/foil Koala Bears,3.74,4.49,,6,yes,7.81E+11,
PPSF24,Sl/foil Watching Rabbits,3.74,4.49,,6,yes,7.81E+11,
PPSF25,Sl/foil Cute Kittens,3.74,4.49,,6,yes,7.81E+11,
PPSF26,Sl/foil Dolphin Portrait,3.74,4.49,,6,yes,7.81E+11,
PPSF27,Sl/foil Wolf,3.74,4.49,,6,yes,7.81E+11,
PPSF28,Sl/foil Pandas Portrait,3.74,4.49,,6,yes,7.81E+11,
PPSF29,Sl/foil Spaniels,3.74,4.49,,6,yes,7.81E+11,
