Price,Code,Name,Marketing Description,OuterQ,Barcode,OuterB,Product Range,Brand Name,Length,Width,Height,Product Volume
1.67,0059.023    ,PATCHWORK CHICKENS WORKTOP SAVER             ,"Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Worktop Saver 40cm x 30cm is made from toughened, heat resistant glass, ideal for placing hot dishes. The unique surface preserves kitchen tops.",6,5010853186153,05010853892955,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,400,300,5,0.0006
2.22,0059.024    ,PATCHWORK CHICKENS DOUBLE OVEN GLOVE         ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Double Oven Glove is made from 100% machine washable cotton and has a 100% polyester filling.,6,5010853185927,05010853892726,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,350,190,20,0.00133
1.67,0059.026    ,PATCHWORK CHICKENS APRON                     ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Apron is made from 100% machine washable cotton with a patchwork chicken design.,6,5010853185941,05010853892740,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,80,70,1,0.0000056
1.67,0059.027    ,PATCHWORK CHICKENS SET OF 3 TEA TOWEL        ,Price and Kensington Patchwork Chickens Collection uses a chicken design on a white body for a fresh look. The Tea Towel Set is made from 100% machine washable cotton with patchwork chicken design.,6,5010853185958,05010853892757,PATCHWORK  CHICKEN,PRICE & KENSINGTON            ,200,270,20,0.00108
0.55,0059.050    ,PEONY DINNER PLATE                           ,The Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Dinner Plate is made from fine porcelain which is dishwasher and microwave safe.,12,5010853186467,05010853893273,PEONY                         ,PRICE & KENSINGTON            ,270,270,30,0.002187
0.55,0059.051    ,PEONY SIDE PLATE                             ,The Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Side Plate is made from fine porcelain which is dishwasher and microwave safe.,12,5010853186474,05010853893280,PEONY                         ,PRICE & KENSINGTON            ,190,190,20,0.000722
0.55,0059.052    ,PEONY CEREAL BOWL                            ,The Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Cereal Bowl is made from fine porcelain which is dishwasher and microwave safe.,12,5010853186481,05010853893297,PEONY                         ,PRICE & KENSINGTON            ,183,183,60,0.00200934
0.55,0059.053    ,PEONY MUG                                    ,The Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Mug is made from fine porcelain which is dishwasher and microwave safe.,12,5010853186498,05010853893303,PEONY                         ,PRICE & KENSINGTON            ,120,85,100,0.00102
1.67,0059.055    ,PEONY TEA JAR                                ,"Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Tea Storage Jar is made from fine stoneware, which is microwave safe. The Lid and Base features an airtight seal which keeps food stuffs fresh.",6,5010853186337,05010853893136,PEONY                         ,PRICE & KENSINGTON            ,105,105,155,0.001708875
1.67,0059.056    ,PEONY COFFEE JAR                             ,"Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Coffee Storage Jar is made from fine stoneware, which is microwave safe. The Lid and Base features an airtight seal which keeps food stuffs fresh.",6,5010853186344,05010853893143,PEONY                         ,PRICE & KENSINGTON            ,105,105,155,0.001708875
1.67,0059.057    ,PEONY SUGAR JAR                              ,"Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Sugar Storage Jar is made from fine stoneware, which is microwave safe. The Lid and Base features an airtight seal which keeps food stuffs fresh.",6,5010853186351,05010853893150,PEONY                         ,PRICE & KENSINGTON            ,105,105,155,0.001708875
1.38,0059.058    ,PEONY UTENSIL JAR                            ,"Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Utensils Storage Jar is made from fine stoneware, which is microwave safe.",6,5010853186368,05010853893167,PEONY                         ,PRICE & KENSINGTON            ,98,98,140,0.00134456
2.78,0059.059    ,PEONY BISCUIT JAR                            ,"Price and Kensington Peony Collection uses contemporary shapes with a bold flower print. The Biscuit Storage Jar is made from fine stoneware, which is microwave safe. The Lid and Base features an airtight seal which keeps food stuffs fresh.",6,5010853186375,05010853893174,PEONY                         ,PRICE & KENSINGTON            ,140,140,194,0.0038024
0.55,0059.203    ,CONTRAST TEA TIN - BLACK                     ,Contrast Black Tea Tin storage collection combines style and functionality; the high gloss finish and popular kitchen colours make this range a great addition for any kitchen.,12,5010853200422,05010853908816,CONTRASTS,PRICE & KENSINGTON            ,110,110,145,0.0017545
0.55,0059.204    ,CONTRAST COFFEE TIN - BLACK                  ,Contrast Black Coffee Tin storage collection combines style and functionality; the high gloss finish and popular kitchen colours make this range a great addition for any kitchen.,12,5010853200415,05010853908809,CONTRASTS,PRICE & KENSINGTON            ,110,110,145,0.0017545
0.55,0059.205    ,CONTRAST SUGAR TIN - BLACK                   ,Contrast Black Sugar Tin storage collection combines style and functionality; the high gloss finish and popular kitchen colours make this range a great addition for any kitchen.,12,5010853200408,05010853908793,CONTRASTS,PRICE & KENSINGTON            ,110,110,145,0.0017545
1.11,0059.207    ,CONTRAST SET OF 2 BISCUIT/CAKE TINS - BLACK  ,Contrast Black 2 Cookie/Cake Tin storage collection combines style and functionality; the high gloss finish and popular kitchen colours make this range a great addition for any kitchen.,6,5010853200385,05010853908779,CONTRASTS,PRICE & KENSINGTON            ,202,202,90,0.00367236
0.56,0064.259    ,GOURMET WHITE 9CM RAMEKIN                    ,"The Rayware Gourmet Kitchen Collection is perfect for professional and home cooking enthusiasts. The White 9cm Ramekin is made from Fine Durable, Stoneware which is microwave, dishwasher, oven and freezer safe. With an easy to clean glaze surface.",24,             ,05010853739717,GOURMET KITCHEN COLL          ,RAYWARE                       ,93,93,53,0.000458397
2.2,0070.933    ,JUICY FRUIT 3PC SERVING TRAYS                ,"The Rayware Juicy Fruits 3 Piece Melamine Tray Set is made from durable, heat resistant materials with a fruit design. Part of the Juicy Fruits Collection.",6,5010853163185,05010853859545,TRAYS ASST,RAYWARE                       ,380,275,60,0.00627
0.83,0100.612    ,CHARMING CATS PORCELAIN MUG                  ,The Dema Fine China Mug Collection is suitable for everyday use. The Charming Cats Mug is made from fine porcelain and features a cat design.,6,5010853088136,05010853775098,CHARMING                      ,DEMA                          ,128,90,90,0.0010368
2.22,0120.650    ,FRUIT GROVE DOUBLE OVEN GLOVE                ,The Arthur Wood Fruit Grove Collection Double Oven Glove is made from 100% machine washable cotton and has a 100% polyester filling..,6,5010853147208,05010853837154,FRUIT GROVE                   ,ARTHUR WOOD                   ,45,18,33,0.00002673
1.13,0146.027    ,MILAN 18X9CM GRAVY BOAT                      ,Rayware Milan Collection is perfect for home and professional cooks. The 18cm x 9cm Gravy Boat is made from white fine porcelain.,36,5010853209371,05010853914961,MILAN                         ,RAYWARE                       ,202,85,83,0.00142511
0.62,0146.256    ,MILAN 50CL DOUBLE HAND BOWL                  ,The Milan Double Hand 50cl Bowl is made from fine china.,36,5010853145471,05010853835181,MILAN                         ,RAYWARE                       ,0,0,0,0
2.25,0146.440    ,MILAN 1.25LTR TEAPOT                         ,Rayware Milan Collection is perfect for home and professional cooks. The 1.25Ltr Teapot is made from white fine porcelain.,12,5010853206110,05010853914466,MILAN                         ,RAYWARE                       ,230,140,170,0.005474
1.69,0146.614    ,MILAN CREAM .8 LITRE TEAPOT                  ,Rayware Milan Collection is perfect for home and professional cooks. The 8Litre Cream Teapot is made from fine porcelain.,12,5010853210803,05010853917795,MILAN                         ,RAYWARE                       ,195,125,130,0.00316875
1.13,0146.644    ,MILAN SALT&PEPPER SET                        ,Rayware Milan Collection is perfect for home and professional cooks. The Salt & Pepper is made from white fine porcelain.,48,5010853175201,05010853879093,MILAN                         ,RAYWARE                       ,85,45,90,0.00034425
0.38,0169.030    ,MILAN PORC FOOTED EGG CUP                    ,The Milan Footed Egg Cup is made from fine porcelain..,12,5010853018645,05010853706542,MILAN                         ,RAYWARE                       ,58,47,58,0.000158108
0.34,0202.063    ,ESSENT.SALT POT-WHITE LID                    ,,12,5000436924746,05000436924814,ESSENTIALS,RAVENHEAD                     ,50,50,100,0.00025
0.43,0202.065    ,ESSENT.VINEGAR BOTTLE-WHT LID                ,,12,5000436924883,05000436924890,ESSENTIALS,RAVENHEAD                     ,70,70,140,0.000686
2.22,0211.423    ,23CM HANDMADE PLUM BARREL VASE               ,,4,5010853172101,05010853875378,VASES                         ,RAVENHEAD                     ,0,0,0,0
1.67,0211.427    ,23CM H/MADE INK BLU BARREL VSE               ,,4,5010853172408,05010853875828,VASES                         ,RAVENHEAD                     ,0,0,0,0
2.78,0213.040    ,ASSTD TWIN PACK ROASTERS                     ,,6,5010853158884,05010853884226,GOURMET KITCHEN COLL          ,RAYWARE                       ,323,172,66,0.003666696
1.69,0214.135    ,MILAN PITCHER                                ,,12,5010853161655,05010853857626,MILAN                         ,RAYWARE                       ,0,0,0,0
1.69,0218.071    ,CONICAL VASE 26CM IN GIFT BOX                ,,4,8693357052604,05010853909240,VASES                         ,RAVENHEAD                     ,109,109,267,0.003172227
1.67,0218.072    ,TRUMPET VASE 27CM IN GIFT BOX                ,,6,8693357050815,05010853909257,VASES                         ,RAVENHEAD                     ,165,165,281,0.007650225
1.67,0218.073    ,CYLINDER VASE 30CM IN GIFT BOX               ,,4,8693357051461,05010853909264,VASES                         ,RAVENHEAD                     ,129,129,304,0.005058864
2.25,0218.074    ,FOOTED BOWL 17.5CM IN GIFT BOX               ,,4,8693357051423,05010853907352,VASES                         ,RAVENHEAD                     ,188,188,123,0.004347312
1.11,1499.210    ,CERAMIC OIL DRIZZLER                         ,,12,5010853210926,05010853917917,SEASONINGS                    ,TYPHOON                       ,0,0,0,0
1.11,1499.211    ,CERAMIC VINEGAR BOTTLE                       ,,12,5010853210933,05010853917924,SEASONINGS                    ,TYPHOON                       ,0,0,0,0
1.67,1499.212    ,5PC HERB POT SET                             ,,2,5010853210940,05010853917931,SEASONINGS                    ,TYPHOON                       ,0,0,0,0
1.67,2001.320    ,HERITAGE S30 (17CM) PUDDING BASIN            ,"The Mason Cash S30 (17cm) Heritage Pudding Basin is part of the Heritage range. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the embossed exterior provides additional grip.",6,5010853186047,05010853892849,HERITAGE FOOD PREP,MASON CASH                    ,170,170,100,0.00289
1.38,2001.321    ,HERITAGE S36 (16CM) PUDDING BASIN            ,"The Mason Cash S36 (16cm) Heritage Pudding Basin is part of the Heritage range. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the embossed exterior provides additional grip.",6,5010853186054,05010853892856,HERITAGE FOOD PREP,MASON CASH                    ,160,160,90,0.002304
1.11,2001.322    ,HERITAGE S42 (14CM) PUDDING BASIN            ,"The Mason Cash S42 (14cm) Heritage Pudding Basin is part of the Heritage range. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the embossed exterior provides additional grip.",6,5010853186061,05010853892863,HERITAGE FOOD PREP,MASON CASH                    ,140,140,80,0.001568
4.11,2001.452    ,40CM CARBON STEEL RECTANGULAR ROASTER        ,The Mason Cash Heavy Duty Carbon Steel 40cm Large Rectangular Roaster is made from thick carbon steel with a 2 layer non stick coating. The handles allow for easy handling. The range is durable and functional.,6,5010853177588,05010853881966,HEAVY DUTY BAKEWARE,MASON CASH                    ,400,270,50,0.0054
3.06,2001.455    ,MASON CASH 26.5CM SQUARE PAN                 ,The Mason Cash Heavy Duty Carbon Steel 26.5cm Square Pan is made from thick carbon steel with a bright exterior and a 2 layer non stick coating. The handles allow for easy handling. The range is durable and functional.,6,5010853177618,05010853881997,HEAVY DUTY BAKEWARE,MASON CASH                    ,265,230,45,0.00274275
3.82,2001.701    ,ESSENTIALS 24CM ALUMINIUM FRYING PAN         ,"The Non Stick 24cm Frying Pan features a double layer non stick coating and a tough exterior coating.  The handle is made from 'stay cool' Bakelite handles. Suitable for gas, electric, halogen and ceramic hobs.",6,5010853181622,05010853887197,ESSENTIALS COOKWARE,MASON CASH                    ,240,240,50,0.00288
3.09,2005.002    ,WHITE S24 (20CM) PUDDING BASIN               ,"The Mason Cash S24 (20cm) White Pudding Basin completes any kitchen. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the vented base allows trapped pockets of air to escape easily when steaming. ",6,5012133014248,15012133014245,WHITE PUDDING BASINS,MASON CASH                    ,200,200,110,0.0044
1.88,2005.004    ,WHITE S36 (16CM) PUDDING BASIN               ,"The Mason Cash S36 (16cm) White Pudding Basin completes any kitchen. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the vented base allows trapped pockets of air to escape easily when steaming. ",6,5012133014361,15012133014368,WHITE PUDDING BASINS,MASON CASH                    ,160,160,90,0.002304
1.57,2005.005    ,WHITE S42 (14CM) PUDDING BASIN               ,"The Mason Cash S42 (14cm) White Pudding Basin completes any kitchen. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the vented base allows trapped pockets of air to escape easily when steaming. ",6,5012133014422,15012133014429,WHITE PUDDING BASINS,MASON CASH                    ,140,140,80,0.001568
1.21,2005.007    ,WHITE S54 (11.5CM) PUDDING BASIN             ,The Mason Cash S54 (11.5cm) White Pudding Basin completes any kitchen. The protruding rim of the basin allows a lid to be tied and maintained throughout the steaming process and the vented base allows trapped pockets of air to escape when steaming.,6,5012133014545,05012133014545,WHITE PUDDING BASINS,MASON CASH                    ,115,115,65,0.000859625
3.82,2005.250    ,SMALL PESTLE & MORTAR                        ,"The Mason Cash Small Pestle and Mortar offers sturdy, easy grinding. The unglazed ceramic finish on the inside of the mortar and pestle is ideal for grinding food. The glazed ceramic finish on the outside is easy to clean and prevents finger marks",6,5010853131368,05010853823997,PESTLE & MORTAR,MASON CASH                    ,115,100,130,0.001495
1,2007.309    ,ESSENTIALS ASSORTED TIMERS IN CDU            ,"The Mason Cash Essentials Assorted Timers are part of the Kitchen Essentials range. This range offers function, practicality and flair for all essential tasks in the kitchen.",12,5010853203607,05010853911991,ESSENTIALS FOOD PREPARATION,MASON CASH                    ,300,240,100,0.0072
2.94,2007.310    ,ESSENTIALS 6CM FOOD SCOOP                    ,"The Mason Cash Essentials 6cm Food Scoop is part of the Kitchen Essentials range. This range offers function, practicality and flair for all essential tasks in the kitchen.",12,5010853202198,05010853910581,ESSENTIALS FOOD PREPARATION,MASON CASH                    ,225,60,35,0.0004725
0.94,2007.530    ,ESSENTIALS NYLON SLOTTED TURNER              ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 33cm Slotted Turner is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163710,05010853860299,ESSENTIALS NYLON TOOLS,MASON CASH                    ,330,125,70,0.0028875
0.94,2007.531    ,ESSENTIALS NYLON SLOTTED SPOON               ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 33cm Slotted Spoon is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163727,05010853860305,ESSENTIALS NYLON TOOLS,MASON CASH                    ,325,100,70,0.002275
0.94,2007.532    ,ESSENTIALS NYLON LADLE                       ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 32cm Ladle is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163734,05010853860312,ESSENTIALS NYLON TOOLS,MASON CASH                    ,320,125,70,0.0028
0.94,2007.533    ,ESSENTIALS NYLON SOLID SPOON                 ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 32cm Solid Spoon is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163741,05010853860329,ESSENTIALS NYLON TOOLS,MASON CASH                    ,320,100,70,0.00224
0.94,2007.534    ,ESSENTIALS NYLON MASHER                      ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 27.5cm Masher is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163758,05010853860336,ESSENTIALS NYLON TOOLS,MASON CASH                    ,275,150,90,0.0037125
0.94,2007.535    ,ESSENTIALS NYLON SPAGHETTI SERVER            ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 32cm Spaghetti Server is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163765,05010853860343,ESSENTIALS NYLON TOOLS,MASON CASH                    ,320,100,70,0.00224
0.94,2007.536    ,ESSENTIALS NYLON SKIMMER                     ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 34cm Skimmer is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853163772,05010853860350,ESSENTIALS NYLON TOOLS,MASON CASH                    ,340,160,100,0.00544
0.94,2007.537    ,ESSENTIALS NYLON WHISK                       ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 18cm Whisk is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853180786,05010853886336,ESSENTIALS NYLON TOOLS,MASON CASH                    ,180,65,65,0.0007605
0.94,2007.538    ,ESSENTIALS NYLON SPATULA                     ,The Mason Cash Nylon Kitchen Essentials bring style and durability. The 32.5cm Spatula is made from high quality first grade nylon and is safe to use on any cookware. The utensils are designed with a thick soft handle for comfort and a hanging hoop,6,5010853180793,05010853886343,ESSENTIALS NYLON TOOLS,MASON CASH                    ,325,35,25,0.000284375
1.18,2007.539    ,ESSENTIALS STAINLESS STEEL POTATO CHIPPER    ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 20.5cm Potato Chopper is made from stainless steel with a soft grip handle",12,5010853202457,05010853910918,ESSENTIALS STEEL TOOLS,MASON CASH                    ,208,80,20,0.0003328
1.29,2007.550    ,ESSENTIALS STAINLESS STEEL SLOTTED TURNER    ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 32cm Slotted Turner is made from stainless steel with a soft grip handle",6,5010853180823,05010853886374,ESSENTIALS STEEL TOOLS,MASON CASH                    ,340,80,80,0.002176
1.29,2007.551    ,ESSENTIALS STAINLESS STEEL SOLID SPOON       ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 33cm Solid Spoon is made from stainless steel with a soft grip handle",6,5010853180830,05010853886381,ESSENTIALS STEEL TOOLS,MASON CASH                    ,330,70,70,0.001617
1.29,2007.552    ,ESSENTIALS STAINLESS STEEL SLOTTED SPOON     ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 33cm Slotted Spoon is made from stainless steel with a soft grip handle",6,5010853180847,05010853886398,ESSENTIALS STEEL TOOLS,MASON CASH                    ,330,70,70,0.001617
1.29,2007.554    ,ESSENTIALS STAINLESS STEEL LADLE             ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 31.5cm Ladle is made from stainless steel with a soft grip handle",6,5010853180861,05010853886411,ESSENTIALS STEEL TOOLS,MASON CASH                    ,310,90,90,0.002511
1.29,2007.555    ,ESSENTIALS STAINLESS STEEL MASHER            ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 27.5cm Masher is made from stainless steel with a soft grip handle",6,5010853180878,05010853886428,ESSENTIALS STEEL TOOLS,MASON CASH                    ,270,80,80,0.001728
0.88,2007.556    ,ESSENTIALS STAINLESS STEEL CAKE SLICE        ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 26.5cm Cake Slice is made from stainless steel with a soft grip handle",6,5010853180885,05010853886435,ESSENTIALS STEEL TOOLS,MASON CASH                    ,250,60,60,0.0009
0.88,2007.557    ,ESSENTIALS STAINESS STEEL GRATER             ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 24.5cm Grater is made from stainless steel with a soft grip handle",6,5010853180892,05010853886442,ESSENTIALS STEEL TOOLS,MASON CASH                    ,250,55,55,0.00075625
0.88,2007.559    ,ESSENTIALS STAINLESS STEEL Y PEELER          ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 18cm Y-Peeler is made from stainless steel with a soft grip handle",6,5010853180915,05010853886466,ESSENTIALS STEEL TOOLS,MASON CASH                    ,175,55,55,0.000529375
0.88,2007.562    ,ESSENTIALS STAINLESS STEEL PIZZA CUTTER      ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 18cm Pizza Cutter is made from stainless steel with a soft grip handle",6,5010853180946,05010853886497,ESSENTIALS STEEL TOOLS,MASON CASH                    ,190,60,60,0.000684
1.65,2007.564    ,ESSENTIALS STAINLESS STEEL GARLIC PRESS      ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 20cm Garlic Press is made from stainless steel with a soft grip handle",6,5010853180960,05010853886510,ESSENTIALS STEEL TOOLS,MASON CASH                    ,190,50,50,0.000475
0.65,2007.568    ,ESSENTIALS STAINLESS STEEL PEELER            ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 19.5cm Peeler is made from stainless steel with a soft grip handle",6,5010853181004,05010853886558,ESSENTIALS STEEL TOOLS,MASON CASH                    ,190,30,30,0.000171
1.06,2007.572    ,ESSENTIALS STAINLESS STEEL BALLOON WHISK     ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 29.5cm Balloon Whisk is made from stainless steel with a soft grip handle",6,5010853181042,05010853886596,ESSENTIALS STEEL TOOLS,MASON CASH                    ,290,60,60,0.001044
1.76,2007.573    ,ESSENTIALS STAINLESS STEEL CAN OPENER        ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The 20.5cm Can Opener is made from stainless steel with a soft grip handle",6,5010853181059,05010853886602,ESSENTIALS STEEL TOOLS,MASON CASH                    ,210,65,65,0.00088725
0.76,2007.579    ,MASON CASH S/STEEL 16CM SIEVE                ,"The Mason Cash Kitchen Essentials have been designed for durability, style and strength. The 16cm sieve is made from dishwasher safe stainless steel and finished with a soft grip handle designed for perfect performance.",12,5010853181127,05010853886664,KITCHEN ESSENTIALS            ,MASON CASH                    ,160,160,30,0.000768
1.12,2007.580    ,MASON CASH S/STEEL 20CM SIEVE                ,"The Mason Cash Kitchen Essentials have been designed for durability, style and strength. The 20cm sieve  is made from dishwasher safe stainless steel and finished with a soft grip handle designed for perfect performance.",12,5010853181110,05010853886671,KITCHEN ESSENTIALS            ,MASON CASH                    ,340,20,20,0.000136
2.06,2007.581    ,ESSENTIALS STAINLESS STEEL TONGS             ,"Mason Cash Kitchen Essentials Stainless Steel Utensils have been designed to give strength, durability, style and comfort in the kitchen. The Stainless Steel Tongs are made from stainless steel with a soft grip handle",6,5010853181134,05010853886688,ESSENTIALS STEEL TOOLS,MASON CASH                    ,350,45,45,0.00070875
1.18,2007.583    ,MASON CASH 23.5CM ANGLED SPATULA             ,The Mason Cash 23.5cm Angled Spatula features a flexible stainless steel blade with soft grip handle for comfort.,6,5010853189413,05010853895628,CAKE DECORATION CAKE COVERING,MASON CASH                    ,270,70,15,0.0002835
0.65,2007.590    ,ESSENTIALS STAINLESS STEEL PARING KNIFE      ,The Mason Cash Kitchen Essentials Stainless Steel Knives are designed for all jobs. The Paring Knife has a stainless steel blade and soft grip handle that provides comfort when in use. The blade is short and firm with a sharply pointed tip.,6,5010853180687,05010853886237,ESSENTIALS KNIVES AND SCISSORS,MASON CASH                    ,250,70,15,0.0002625
0.71,2007.591    ,ESSENTIALS STAINLESS STEEL UTILITY KNIFE     ,The Mason Cash Kitchen Essentials Stainless Steel Knives are designed for all jobs. The Utility Knife has a dishwasher safe stainless steel blade and soft grip handle that provides comfort when in use. The blade has a serrated edge for general purpose.,6,5010853180694,05010853886244,ESSENTIALS KNIVES AND SCISSORS,MASON CASH                    ,270,65,20,0.000351
1.06,2007.592    ,ESSENTIALS STAINLESS STEEL CARVING KNIFE     ,The Mason Cash Kitchen Essentials Stainless Steel Knives are designed for all jobs. The Carving Knife has a dishwasher safe stainless steel blade and soft grip handle that provides comfort when in use. The blade is flexible with a sharply pointed tip.,6,5010853180700,05010853886251,ESSENTIALS KNIVES AND SCISSORS,MASON CASH                    ,350,80,20,0.00056
1.18,2007.593    ,ESSENTIALS STAINLESS STEEL BREAD KNIFE       ,The Mason Cash Kitchen Essentials Stainless Steel Knives are designed for all jobs. The 23cm Bread Knife has a dishwasher safe stainless steel blade and soft grip handle that provides comfort when in use. The blade has rigid serrated or scalloped edges.,6,5010853180717,05010853886268,ESSENTIALS KNIVES AND SCISSORS,MASON CASH                    ,380,80,20,0.000608
1.18,2007.594    ,ESSENTIALS STAINLESS STEEL CHEF KNIFE        ,The Mason Cash Kitchen Essentials Stainless Steel Knives are designed for all jobs. The 20.5cm Chef Knife has a dishwasher safe stainless steel blade and soft grip handle that provides comfort when cooking. The chef knives are all purpose knives.,6,5010853180724,05010853886275,ESSENTIALS KNIVES AND SCISSORS,MASON CASH                    ,350,70,20,0.00049
0.8,2007.613    ,ESSENTIALS SILICONE SPATULA                  ,"The Mason Cash Nylon Kitchen Essentials Silicone Bakeware provides versatility. The Spatula is made from non-stick silicone which cools quickly, is flexible and is very easy to clean.",12,5010853182889,05010853888507,ESSENTIALS NYLON TOOLS,MASON CASH                    ,53,10,249,0.00013197
0.53,2007.617    ,DAMASK BLACK CUPCAKE CASES X 50              ,"The Mason Cash range of paper baking and presentation items have been designed to offer function, practicality and elegance for any home baker. The Damask Black Cupcake Cases are available in a set of 50 greaseproof cases per pack.",10,5010853183176,05010853889139,CAKE DECORATION BAKING CASES,MASON CASH                    ,140,100,40,0.00056
1.82,2007.621    ,24 JUNGLE CUPCAKE CASES & TOPPERS            ,The Mason Cash Creative Baking Cupcake and topper sets are perfect for children's parties and baking. The Jungle Cupcake and Topper Set comes with 24 cupcake cases and 24 toppers. Just slide the topper onto a baked cake for an instantly themed design.,4,5010853183213,05010853889177,CAKE DECORATION BAKING CASES,MASON CASH                    ,170,120,30,0.000612
0.44,2007.760    ,10 SILVER METALLIC CANDLES                   ,"Mason Cash Silver Candle Holders are part of a variety of candles provided by Mason Cash, ranging from simple holders to numbers and characters. The candles feature all safety advice and pass UK and European safety standards BS EN 15493.",12,5010853196787,05010853904498,CAKE DECORATION CANDLES,MASON CASH                    ,185,90,10,0.0001665
0.55,2007.766    ,4  PIRATE CANDLES                            ,"The Mason Cash 4 Pirate Candles are part of a variety of candles provided by Mason Cash, ranging from simple holders to numbers and characters. The candles feature all safety advice and pass UK and European safety standards BS EN 15493.",12,5010853196848,05010853904559,CAKE DECORATION CANDLES,MASON CASH                    ,110,100,20,0.00022
0.55,2007.767    ,6 DINO CANDLES                               ,"The Mason Cash 6 Dino Candles are part of a variety of candles provided by Mason Cash, ranging from simple holders to numbers and characters. The candles feature all safety advice and pass UK and European safety standards BS EN 15493.",12,5010853196855,05010853904566,CAKE DECORATION CANDLES,MASON CASH                    ,110,100,20,0.00022
0.55,2007.768    ,4  CAR CANDLES                               ,"The Mason Cash 4 Car Candles are part of a variety of candles provided by Mason Cash, ranging from simple holders to numbers and characters. The candles feature all safety advice and pass UK and European safety standards BS EN 15493.",12,5010853196862,05010853904573,CAKE DECORATION CANDLES,MASON CASH                    ,110,100,20,0.00022
